year,variable,std,lon,lat,ENSOMIEV29,ENSOMIEV30,ENSOMIEV31,ENSOMIEV32,ensomiev1,ensomiev2,ensomiev3,ensomiev4,ensomiev5,ensomiev6,ensomiev7,ensomiev8,ensomiev9,ensomievG,PDO9,PDO10,PDO11,PDO12,pdo1,pdo2,pdo3,pdo4,pdo5,pdo6,pdo7,pdo8,pdo9,pdoG,NAO9,NAO10,NAO11,NAO12,Nao1,Nao2,Nao3,Nao4,Nao5,Nao6,Nao7,Nao8,Nao9,GNAO,AO9,AO10,AO11,AO12,Ao1,Ao2,Ao3,Ao4,Ao5,Ao6,Ao7,Ao8,Ao9,GAO,HAIBING9,HAIBING10,HAIBING11,HAIBING12,haibing1,haibing2,haibing3,haibing4,haibing5,haibing6,haibing7,haibing8,haibing9,Ghaibing
2011,X1004,1.287,115.6,42,-0.994,2.161,-0.916,0.648,-2.094,-0.408,-0.033,-1.061,-0.057,1.945,-0.299,-0.37,1.094,-0.029538462,0.983,-0.837,-0.061,-0.266,-0.704,-1.159,-0.833,-0.164,-1.093,0.761,-0.788,-0.317,-0.243,-0.363153846,1.849,-0.58,0.679,-1.151,1.649,0.309,-2.188,-0.708,-0.586,0.069,-1.371,0.137,-0.913,-0.215769231,1.108,-0.277,0.551,0.622,-0.124,-0.083,0.313,-1.251,-0.587,0.923,-0.284,-0.055,1.333,0.168384615,-1.114,0.301,1.885,-0.397,0.721,-0.947,0.016,0.248,1.289,0.512,1.145,1.031,-1.087,0.277153846
2012,X1004,1.065,115.6,42,1.027,0.276,1.058,-0.15,-1.419,0.588,-0.178,0.726,0.243,0.988,1.008,1.206,0.519,0.453230769,0.329,-0.804,1.794,1.156,1.383,0.724,-1.545,-0.388,0.969,0.583,-2.679,-1.971,-0.799,-0.096,-1.502,-0.546,0.687,0.789,0.782,0.492,-0.235,0.053,1.138,0.371,-0.433,1.39,0.235,0.247769231,1.588,0.802,0.836,-0.285,-0.436,-1.236,0.849,-1.785,-0.588,2.053,0.751,0.579,-1.438,0.13,1.187,-0.022,-0.634,-1.556,2.434,0.633,0.537,-0.707,-0.398,0.502,0.75,1.085,0.027,0.295230769
2013,X1004,0.775,115.6,42,0.751,-0.158,0.825,1.04,-1.076,0.821,0.183,-0.708,1.97,1.224,-0.426,0.058,0.787,0.407,0.652,-0.588,-0.176,-1.253,0.16,-0.785,0.823,-0.349,-0.598,0.534,0.229,1.172,-0.925,-0.084923077,0.031,0.449,-0.458,0.782,0.107,0.739,-0.014,-0.246,0.165,0.491,1.5,1.253,0.827,0.432769231,0.226,0.253,-2.073,1.929,0.153,-1.499,1.016,1.951,-0.661,0.405,2.056,0.478,-2.969,0.097307692,1.535,-1.997,-0.453,-0.347,-0.762,0.285,0.898,-2.307,-0.753,1.013,-1.643,-0.209,0.7,-0.310769231
2014,X1004,0.933,115.6,42,-1.509,-2.508,-0.07,0.293,-1.079,-0.908,-0.524,-0.144,-0.53,-0.315,0.127,0.944,0.997,-0.402,0.331,-0.598,0.579,-0.604,-0.444,-0.268,0.202,0.486,-0.174,0.864,-0.035,0.01,-0.615,-0.020461538,-2.079,0.395,0.051,0.179,-2.839,-0.118,1.354,0.035,0.448,-0.345,0.696,-0.467,-0.725,-0.262692308,0.102,-0.72,-0.293,1.495,0.623,-1.003,0.374,-0.012,0.33,2.081,-0.021,-0.513,1.853,0.330461538,-0.293,-0.389,-0.233,-0.868,0.029,0.861,1.35,0.758,0.207,0.549,-0.36,0.486,1.051,0.242153846
2015,X1004,0.859,115.6,42,-0.095,-1.565,-0.454,0.669,0.107,0.127,-0.536,-0.974,1.291,-0.131,0.616,-0.294,0.377,-0.066307692,-0.149,0.606,0.533,0.913,-1.178,0.508,-1.623,-1.273,-0.904,0.763,-1.304,1.605,3.848,0.180384615,-0.592,0.064,-1.173,-0.068,0.084,0.159,0.53,0.819,0.332,1.959,1.78,0.911,0.24,0.388076923,1.542,-2.358,0.377,-0.357,0.992,-0.916,-0.057,2.32,1.452,-0.407,-1.028,-1.415,0.311,0.035076923,0.789,-0.01,0.714,0.569,-1.33,-0.08,1.254,-1.753,-0.187,-1.824,0.242,1.193,-0.185,-0.046769231
2016,X1004,1.475,115.6,42,-0.896,-0.078,1.575,-0.594,1.598,-0.043,-1.456,0.056,-0.607,-0.923,-1.125,1.671,1.109,0.022076923,-2.2,0.302,0.785,1.657,0.717,0.461,-0.704,-0.842,0.548,1.2,0.138,-0.966,-1,0.007384615,1.738,-1.825,-0.107,0.891,-1.068,-0.975,0.87,1.035,-0.368,0.472,0.615,0.883,-0.288,0.144076923,-0.83,0.041,-0.305,-0.628,0.215,1.789,0.044,0.147,-0.563,0.492,-0.518,1.044,0.129,0.081307692,-1.563,-0.225,-0.969,0.097,0.176,2.675,0.378,-0.892,-1.963,-0.349,1.521,0.468,-0.021,-0.051307692
2017,X1004,1.297,115.6,42,-2.071,0.206,-2.005,1.58,-1.515,1.195,0.846,0.492,1.71,0.407,1.243,0.487,-0.973,0.123230769,-0.609,0.475,0.418,-0.039,-0.554,1.179,0.851,-1.493,0.375,-0.14,-1.236,2.639,-0.912,0.073384615,0.832,-1.117,0.9,-0.223,0.042,0.94,-1.141,-1.408,0.59,-1.129,0.949,1.407,-0.269,0.028692308,0.79,-0.884,0.302,1.138,1.852,-0.826,-0.549,0.203,-1.781,-0.027,0.972,-1.115,-0.177,-0.007846154,-0.293,0.095,-0.803,0.195,-0.286,0.111,0.158,-0.247,-1.295,0.533,0.011,0.094,-2.13,-0.296692308
2018,X1004,0.975,115.6,42,0.15,0.277,-0.643,-0.004,0.434,1.089,0.047,0.503,-0.666,0.264,0.917,0.547,0.3,0.247307692,-1.378,-0.63,-0.191,-0.331,0.097,-0.679,-0.998,-0.267,-0.445,1.77,-0.835,1.416,-0.381,-0.219384615,-0.343,-2.265,1.268,0.29,0.127,-0.59,0.508,0.546,0.241,-2.425,-2.52,0.818,1.673,-0.205538462,0.377,-2.966,1.038,-0.433,0.131,-0.643,-1.706,-1.209,-0.399,2.222,0.46,-0.569,0.867,-0.217692308,-0.38,2,-0.335,1.431,1.285,1.193,-0.516,-0.036,0.889,0.236,0.244,-1.323,1.28,0.459076923
2019,X1004,1.075,115.6,42,-0.079,0.822,-1.437,0.848,0.9,-0.312,-0.084,-1.075,-0.814,0.091,1.273,0.878,-0.339,0.051692308,-0.378,0.725,0.563,0.626,1.19,-0.319,0.775,-0.038,-1.969,-0.026,1.399,-0.203,-0.384,0.150846154,-0.395,-1.22,-1.26,-1.128,0.455,-1.025,-0.814,-0.379,-1.061,0.1,-1.387,-1.413,-0.453,-0.767692308,-0.297,-0.409,0.77,0.282,-0.329,1.584,-1.324,1.084,0.434,-0.279,-0.192,-1.041,1.099,0.106307692,0.234,-2.216,0.695,0.695,1.097,-1.012,-0.519,-0.177,0.185,-0.417,-0.53,-0.539,0.783,-0.132384615
1969,X1005,0.925,118.2,39.5,-0.097,-0.194,1.395,-0.1,-0.99,0.046,-0.741,1.258,1.036,-0.681,-0.426,-1.482,0.202,-0.059538462,2.054,-3.043,0.254,-0.121,-0.22,-0.658,-0.327,0.086,0.16,-1.306,-3.058,1.116,3.398,-0.128076923,-0.082,1.849,-0.354,-0.689,-0.304,-0.367,0.275,0.612,-1.729,0.796,0.278,0.759,0.201,0.095769231,-1.629,0.408,0.045,-0.568,0.746,-1.091,0.434,0.291,-0.527,2.705,-0.099,1.356,-1.468,0.046384615,-0.554,-1.093,1.317,-0.564,0.258,0.68,0.015,0.01,0.235,0.213,0.827,0.633,-0.151,0.140461538
1970,X1005,0.958,118.2,39.5,0.216,1.215,-0.191,-0.28,-0.053,0.653,-0.248,1.493,0.965,-0.232,-1.464,-0.011,1.325,0.260615385,0.138,1.128,0.244,0.014,1.031,-0.163,-1.418,-0.168,0.426,1.275,0.32,-0.078,-0.026,0.209461538,-1.183,1.522,-0.149,0.386,-0.153,-0.757,1.673,-2.153,-0.03,0.696,-2.229,-2.052,-0.444,-0.374846154,1.03,-0.638,0.788,-0.225,-0.563,0.216,0.08,0.943,-0.689,0.444,-0.337,-1.473,-0.889,-0.101,-0.36,0.905,-0.012,-0.05,0.947,-0.242,-0.718,0.944,0.222,0.469,0.451,-0.721,0.571,0.185076923
1971,X1005,0.931,118.2,39.5,0.882,-0.922,-0.525,0.784,0.824,-1.653,-1.087,0.373,0.552,1.985,0.511,0.214,0.504,0.187846154,-0.719,0.2,0.72,0.252,-1.146,1.989,0.471,-1.829,0.491,-1.423,-0.457,1.987,-0.15,0.029692308,0.1,-0.725,0.158,-0.595,-0.487,1.079,-1.314,2.564,-2.203,0.026,-0.341,1.121,0.354,-0.020230769,0.754,-0.028,0.066,-0.327,0.174,-1.644,0.852,0.498,1.401,0.047,1.1,1.049,1.861,0.446384615,0.094,0.296,0.488,-0.267,-0.336,0.181,-0.223,-0.216,-1.031,1.75,-0.364,1.45,0.321,0.164846154
1972,X1005,0.972,118.2,39.5,0.206,-1.208,3.184,-1.585,-0.256,-0.31,-1.049,0.157,0.273,-0.929,0.619,-0.767,-0.63,-0.176538462,0.889,-0.405,0.773,1.09,-1.763,-0.061,-2.489,-1.277,1.049,0.038,-0.622,-0.596,-0.468,-0.295538462,-0.841,1.248,-1.264,-0.322,0.126,-0.645,-0.017,-0.042,-0.54,-0.377,-0.624,1.284,2.415,0.030846154,-0.178,0.394,1.427,1.097,-0.255,-1.481,-0.344,1.233,-0.391,-0.462,0.744,1.313,-1.116,0.152384615,-0.975,-0.452,-1.238,1.479,0.846,-0.334,-0.81,0.484,0.627,0.504,-0.242,1.911,0.155,0.150384615
1973,X1005,1.358,118.2,39.5,-0.616,-1.229,-0.05,0.478,-0.221,0.575,-1.919,0.077,0.242,-0.406,2.54,0.012,-0.35,-0.066692308,0.491,0.476,-0.009,-1.066,0.327,-0.028,-0.647,-0.296,-0.82,-0.848,0.131,0.17,1.126,-0.076384615,-1.355,-0.137,0.161,1.084,-0.652,2.371,-0.076,-0.209,-0.097,-0.323,0.458,0.245,-0.865,0.046538462,0.429,-1.755,-1.112,-1.586,-1.167,-1.688,0.12,0.246,0.394,-0.71,-0.099,0.41,-0.531,-0.542230769,-1.023,-1.219,-0.765,1.536,-0.837,-0.732,0.202,-2.448,-0.104,-0.895,2.735,-0.266,1.809,-0.154384615
1974,X1005,1.013,118.2,39.5,-0.735,0.742,-0.444,0.394,0.308,-0.523,0.982,0.258,2.055,-1.403,1.719,-0.721,-0.951,0.129307692,-0.08,-1.223,-0.389,-0.441,1.19,0.512,-0.086,0.276,-0.738,1.308,-0.483,-1.032,-0.212,-0.107538462,-0.824,-0.18,0.515,0.171,0.605,-0.167,0.617,0.272,2.488,0.798,0.028,-1.943,-1.023,0.104384615,-0.961,1.262,2.139,-1.24,0.398,0.139,-0.493,-1.151,-0.436,-0.023,-0.912,0.398,0.979,0.007615385,0.84,0.086,-1.447,-0.993,0.95,0.156,0.282,0.117,1.878,1.349,0.002,0.39,-1.27,0.18
1975,X1005,0.999,118.2,39.5,-0.132,-0.083,0.3,-2.695,-0.06,-0.06,0.126,0.376,-1.433,-1.241,-0.465,0.22,-0.09,-0.402846154,-0.228,-0.633,1.328,0.6,-0.526,-1.217,0.251,0.188,-1.279,0.665,-0.534,-0.091,0.47,-0.077384615,1.045,1.053,1.597,0.505,-0.956,0.927,2.036,-0.893,-2.554,-0.34,0.945,1.068,-0.348,0.314230769,0.296,-0.076,-1.548,0.344,-0.49,-0.39,-1.258,0.13,1.476,-0.531,1.252,-0.909,-0.606,-0.177692308,-0.99,-0.174,-1.153,-1.399,-0.793,-0.966,-1.006,-0.054,0.347,0.24,-0.764,0.376,-0.817,-0.550230769
1976,X1005,0.983,118.2,39.5,0.31,0.79,-1.568,0.368,-0.556,-0.021,-1.117,0.137,-0.986,-0.287,-1.007,-1.785,-0.5,-0.478615385,-0.145,0.109,0.053,-2.144,-0.255,0.954,0.257,-1.049,0.858,-0.683,-1.387,-0.904,0.109,-0.325153846,-1.053,-0.129,-1.147,1.014,-1.31,-0.568,-2.203,0.028,0.987,1.586,-0.66,0.922,-0.85,-0.260230769,-0.388,2.789,-0.645,0.919,-0.389,0.114,1.93,-0.926,0.073,0.547,0.122,-0.454,1.637,0.409923077,1.082,-1.625,-1.466,1.469,-1.309,-0.707,-1.955,0.491,0.614,-0.504,-0.09,-0.101,0.43,-0.282384615
1977,X1005,1.143,118.2,39.5,-1.04,-0.268,0.49,-2.168,-0.139,-0.724,1.164,0.654,-1.279,-0.391,0.621,0.284,0.792,-0.154153846,-0.071,-1.563,-0.376,1.295,0.926,-0.058,0.115,1.022,-0.46,1.066,1.599,1.738,-1.561,0.282461538,-0.957,1.209,0.565,-0.258,-0.086,0.225,1.167,0.434,-0.713,-0.53,0.088,1.296,-0.237,0.169461538,0.009,1.234,0.46,0.011,-0.509,0.151,-0.408,-0.069,0.152,1.075,-0.11,0.766,-0.465,0.176692308,-1.482,-0.873,1.003,-0.119,0.184,0.15,-3.297,-0.559,0.199,0.907,-0.469,0.164,0.094,-0.315230769
1978,X1005,0.834,118.2,39.5,-0.184,-0.592,-0.096,0.66,1.883,-0.994,0.625,-0.336,0.961,-0.617,1.993,-0.636,-0.493,0.167230769,0.62,-0.04,-0.946,-0.649,-0.455,-0.705,1.385,0.045,-0.798,0.218,0.905,-0.323,-0.811,-0.119538462,-2.324,0.293,-0.316,-0.316,-0.457,1.132,-0.709,-0.334,-1.962,1.945,-1.255,-0.163,-1.475,-0.457,-0.042,1.839,2.025,0.288,0.192,0.662,0.326,-0.678,-1.382,0,0.225,-0.151,-0.628,0.205846154,-0.238,0.4,-0.468,-1.647,0.125,0.169,2.091,1.097,-0.981,0.923,-0.318,-0.284,-0.652,0.016692308
1979,X1005,0.778,118.2,39.5,0.967,-0.368,0.469,-0.454,0.874,-0.2,0.742,1.129,-0.246,-0.774,-1.183,0.939,0.71,0.200384615,0.128,-0.036,0.27,-1.044,-1.12,0.374,1.715,-0.349,-0.046,0.698,-1.269,-0.598,0.001,-0.098153846,0.542,-0.983,-1.701,1.041,0.45,1.38,0.086,0.92,-1.255,0.366,0.637,-0.051,0.072,0.115692308,-0.865,-0.294,-0.269,1.716,-1.967,-0.506,0.357,-2.516,-0.742,0.204,0.256,1.679,0.7,-0.172846154,-2.161,-1.043,0.368,0.254,0.951,-1.459,-0.869,0.187,1.272,0.863,-0.703,-1.079,1.009,-0.185384615
1980,X1005,1.302,118.2,39.5,-0.108,-1.853,-0.982,-0.695,-0.915,-0.347,-0.226,-0.038,-0.13,-0.197,-0.781,-1.973,0.721,-0.578769231,-0.627,-0.279,0.387,0.168,-0.826,-0.183,1.832,0.269,-0.191,0.912,-0.314,1.125,1.203,0.267384615,0.087,0.406,1.967,-1.697,-1.529,-0.233,1.085,-0.468,0.58,0.072,-1.211,1.348,-1.947,-0.118461538,0.35,-0.567,0.554,0.271,-2.386,2.108,1.275,-1.022,1.696,0.438,0.76,2.001,-1.798,0.283076923,0.164,0.488,0.431,-0.875,0.973,-1.319,0.467,-0.245,0.387,0.503,-1.627,1.252,0.716,0.101153846
1981,X1005,0.964,118.2,39.5,-0.698,-1.17,-1.023,-0.007,-1.245,0.834,-0.423,-1.756,1.783,1.134,1.748,0.043,-0.435,-0.093461538,0.834,-1.293,-1.138,2.234,-0.173,-0.152,-1.311,0.853,-0.635,-0.507,0.659,-1.731,0.312,-0.157538462,-0.387,-0.037,-1.012,0.376,0.261,-1.601,1.53,0.581,-0.203,-1.399,0.726,0.585,-0.821,-0.107769231,-0.458,0.441,-0.599,1.366,0.794,1.474,-0.392,1.748,0.951,-1.304,1.607,0.323,-0.033,0.455230769,0.234,0.664,-1.292,-0.782,1.241,-1.464,0.681,-0.586,0.355,-2.006,1.556,0.547,1.189,0.025923077
1982,X1005,0.943,118.2,39.5,-0.276,-1.442,-0.693,1.373,-0.36,1.53,-0.098,-0.1,-0.579,-0.358,1.837,-0.221,1.426,0.156846154,-0.698,1.167,-1.348,-0.672,-1.549,-0.115,-0.806,0.602,1.966,0.267,-0.563,1.055,0.131,-0.043307692,0.907,-0.516,-0.689,0.105,0.979,-0.298,1.468,-0.267,0.051,1.116,2.667,-1.084,-0.24,0.323,0.857,0.199,1.202,-0.879,1.384,-0.561,-0.223,0.447,1.4,0.308,-2.412,-0.446,-0.443,0.064076923,0.64,-0.143,0.263,0.161,0.14,1.181,-0.43,0.95,1.569,0.952,1.111,-0.66,-0.986,0.365230769
1983,X1005,0.857,118.2,39.5,1.115,1.054,-0.768,-0.635,1.329,-0.012,0.405,0.447,2.023,-1.283,0.195,0.941,0.027,0.372153846,1.309,-1.485,0.184,-1.495,0.809,1.547,-1.259,-0.396,-0.741,-2.527,0.045,-0.711,-0.805,-0.425,0.02,-0.207,-0.305,1.583,-0.894,-0.276,1.767,-1.785,-0.4,-0.118,-0.04,0.631,-1.156,-0.090769231,1.977,-1.437,-1.41,0.645,0.364,-0.588,-0.339,-0.33,0.036,0.202,0.16,0.255,1.047,0.044769231,-0.989,0.047,1.175,-1.491,1.017,-1.457,-0.466,-1.795,0.625,0.485,0.774,0.072,-1.925,-0.302153846
1984,X1005,0.829,118.2,39.5,0.55,-0.597,1.299,0.558,0.293,0.399,0.8,1.23,-1.409,-1.069,-1.62,-1.58,-0.653,-0.138384615,-0.98,-1.477,-0.819,-0.133,0.574,-0.553,-0.418,-1.181,1.141,-0.351,0.117,0.191,0.926,-0.227923077,0.575,0.01,0.301,-0.178,0.776,-0.03,-2.082,0.312,-0.134,-0.718,0.579,0.422,0.292,0.009615385,-0.209,0.924,0.548,-1.114,0.261,-0.617,0.94,-0.546,-0.604,0.953,-0.279,0.727,-1.073,-0.006846154,-2.461,0.224,-0.207,0.348,-0.975,0.682,-0.516,-1.016,-1.316,-1.585,0.507,0.533,-0.01,-0.445538462
1985,X1005,0.919,118.2,39.5,1.237,0.789,1.579,0.341,-0.702,-0.07,1.589,0.06,1.318,-2.004,-0.543,-0.549,0.074,0.239923077,0.748,-0.583,1.349,1.17,0.843,0.954,0.305,0.863,0.6,0.846,1.631,-1.338,0.947,0.641153846,-0.421,0.628,0.129,0.202,0.827,1.089,-0.552,0.117,-1.49,-1.104,1.196,0.693,-1.066,0.019076923,-0.323,0.596,1.433,0.231,0.91,2.571,-0.606,0.19,-0.29,0.532,1.052,1.493,-0.513,0.559692308,-0.345,0.525,-0.082,-0.839,0.447,0.22,-1.562,-1.526,-1.511,-0.451,-0.42,-1.746,-0.349,-0.587615385
1986,X1005,1.089,118.2,39.5,0.139,1.516,-0.157,-1.18,0.882,0.601,-0.509,-1.94,0.323,-1.711,1.167,0.712,-0.991,-0.088307692,1.258,1.549,-1.107,-0.277,1.546,0.164,0.187,-1.045,1.816,1.019,-0.785,0.62,-0.322,0.355615385,-0.635,0.071,-1.517,-1.276,0.59,-1.005,-0.315,0.749,0.883,-0.008,0.495,0.524,-0.096,-0.118461538,-0.306,0.38,1.019,-0.262,-1.043,-1.923,-0.87,-1.055,1.188,-0.56,0.083,-0.457,0.363,-0.264846154,-1.454,-1.48,-0.04,0.389,-0.101,1.583,-0.883,1.401,0.153,1.067,-0.528,0.109,-1.981,-0.135769231
1987,X1005,1.139,118.2,39.5,0.41,-0.192,-0.359,-1.741,-0.133,0.218,-1.016,0.005,-0.389,-0.747,2.154,0.613,0.651,-0.040461538,1.222,0.107,-1.549,0.6,0.987,-0.278,-0.231,-0.686,0.11,0.595,0.767,0.968,0.772,0.260307692,1.103,0.209,-0.733,-0.345,-1.098,-1.633,0.574,1.615,1.196,-0.462,1.301,0.52,0.272,0.193769231,0.711,-0.031,0.958,-0.36,-0.922,0.342,-0.368,-0.004,0.722,1.005,0.35,-0.173,0.043,0.174846154,-0.286,-1.06,-0.381,1.457,0.016,-0.13,-1.066,0.863,1.696,-1.61,-1.425,-1.239,-0.978,-0.318692308
1988,X1005,1.048,118.2,39.5,-0.558,0.284,-0.329,-1.993,-1.121,0.237,0.101,-1.199,-0.173,-0.976,-0.016,0.356,-0.895,-0.483230769,-0.112,0.26,-0.07,1.157,1.448,-0.644,-0.155,1.145,0.009,0.247,-0.593,0.348,-0.242,0.215230769,0.833,-1.275,0.637,-1.102,-0.313,0.774,-0.922,0.036,0.691,0.978,-0.954,0.744,-0.843,-0.055076923,-0.263,-0.698,0.23,1.011,-0.06,-1.276,0.545,0.206,-0.755,-0.351,0.03,0.339,-0.627,-0.128384615,0.942,-0.896,-0.222,-0.523,-0.54,-1.484,-0.501,-1.766,-0.339,0.002,1.733,-0.449,-0.148,-0.322384615
1989,X1005,0.862,118.2,39.5,0.605,-1.751,0.069,0.551,0.461,1.113,3.022,-0.976,1.339,-1.149,-0.631,0.289,1.293,0.325769231,0.692,-0.216,0.468,-1.714,-0.35,-0.367,-0.418,-0.527,-0.616,0.749,-0.276,-0.665,0.213,-0.232846154,0.914,-0.188,-0.907,0.595,0.324,-0.028,-0.456,1.231,-1.242,0.384,-1.836,-0.293,-0.814,-0.178153846,0.295,-0.94,-0.944,-0.014,1.663,-1.043,0.113,0.451,0.455,-0.43,-0.295,0.218,-1.384,-0.142692308,0.648,0.948,0.35,1.055,-1.483,0.491,-0.422,-0.329,0.247,-0.352,1.661,-1.596,-2.037,-0.063
1990,X1005,0.968,118.2,39.5,-0.506,-0.819,0.097,-0.035,1.524,-0.987,-0.429,-1.026,1.704,1.989,0.305,-1.669,-2.074,-0.148153846,-2.138,0.271,0.157,0.6,1.16,-0.276,-0.861,-0.256,-1.202,-0.928,-0.05,0.592,0.826,-0.161923077,0.416,-0.107,0.216,0.082,-1.439,0.356,-0.027,0.038,-0.32,-1.023,0.549,1.438,1.003,0.090923077,-1.009,-0.962,1.371,-0.639,0.525,0.815,1.042,0.764,0.322,-1.206,3.106,-0.677,-0.514,0.226,1.058,2.733,0.231,-0.926,0.495,1.757,-0.027,0.877,0.269,1.344,-0.853,-1.63,-2.024,0.254153846
1991,X1005,0.873,118.2,39.5,-1.421,0.056,0.29,1.851,0.434,1.448,1.146,-0.799,-1.678,1.751,0.145,0.851,-1.112,0.227846154,0.444,0.633,-0.121,-0.517,-1.35,1.091,-0.734,0.473,-0.302,-0.674,0.312,-0.23,0.563,-0.031692308,-0.122,-0.36,0.103,-0.336,-0.846,-1.327,-1.825,-0.512,0.596,-0.474,-0.136,-0.898,-0.533,-0.513076923,0.509,-2.355,-0.775,1.998,0.856,0.983,0.06,-0.362,-0.031,1.395,-1.402,0.125,0.837,0.141384615,0.413,0.754,-0.691,-0.926,0.812,-0.042,-0.225,1.01,0.693,1.859,0.269,-2.158,0.902,0.205384615
1992,X1005,0.914,118.2,39.5,0.128,0.299,-0.747,0.574,0.192,0.349,-0.243,1.137,3.421,2.564,-0.909,0.216,-0.338,0.511,-0.109,0.707,0.379,-0.06,0.613,-0.781,-0.829,1.335,-0.593,-0.913,0.107,0.183,-0.752,-0.054846154,-0.869,-0.403,0.934,0.261,0.484,-0.705,0.384,-0.477,0.516,-0.038,-0.439,0.522,1.05,0.093846154,-0.104,1.919,0.869,2.104,2.268,-0.344,-0.917,0.167,-0.145,0.609,-1.073,-0.283,2.065,0.548846154,0.084,0.788,-0.443,0.02,0.299,0.441,0.378,1.579,0.921,0.477,-0.861,0.648,-1.2,0.240846154
1993,X1005,1.232,118.2,39.5,1.946,-0.759,-0.847,0.85,-0.656,0.181,-0.479,-0.832,2.578,0.776,0.592,-1.815,-0.701,0.064153846,0.6,1.371,-0.768,2.245,1.658,1.643,-0.507,-0.984,-0.516,0.352,-0.481,-0.435,0.378,0.350461538,1.979,0.01,0.622,1.362,1.074,-0.22,-0.052,0.971,-2.246,0.278,0.18,-2.013,-0.98,0.074230769,-0.965,1.062,-0.74,-0.949,-1.324,0.299,1.102,0.501,0.153,0.984,0.371,1.279,0.161,0.148769231,1.652,-2.086,2.878,-0.376,0.988,-0.675,-0.221,-0.061,0.932,0.786,-1.518,1.92,-0.875,0.257230769
1994,X1005,0.896,118.2,39.5,0.801,2.685,1.197,1.334,0.568,-0.56,-0.71,-0.439,-0.525,-0.161,1.39,-0.173,1.347,0.519538462,0.109,-0.778,0.227,0.252,2.057,-0.171,-1.395,0.743,0.373,0.063,-0.013,2.435,-0.525,0.259769231,0.154,0.002,0.357,-0.662,0.327,2.093,0.992,0.038,-1.514,-0.65,-1.069,0.076,-1.389,-0.095769231,-0.668,-0.953,-0.119,1.003,-0.089,-0.352,0.917,-0.124,1.108,0.085,-0.399,-0.052,-1.58,-0.094076923,0.295,-1.151,-1.863,-1.268,2.685,-1.78,0.125,0.758,0.672,-1.318,-0.017,1.167,0.344,-0.103923077
1995,X1005,1.412,118.2,39.5,1.165,-0.458,-0.549,-0.501,-1.071,-0.164,-0.211,0.184,-0.064,-1.043,0.013,0.954,-0.06,-0.138846154,1.295,-0.158,-0.834,0.811,0.291,-0.654,1.233,-0.029,-0.447,0.394,0.253,-1.762,-0.191,0.015538462,-0.344,0.475,1.024,0.524,-0.497,1.73,-1.048,0.767,-0.756,1.259,-1.137,-0.045,0.618,0.197692308,0.531,-0.126,-0.687,0.765,-1.934,-0.91,-1.203,-0.384,1.134,-0.53,0.176,-1.458,-1.414,-0.464615385,0.55,-0.534,0.953,-0.908,2.456,-2.213,0.288,0.047,-0.317,-0.046,-0.684,-0.933,-1.338,-0.206076923
1996,X1005,1.006,118.2,39.5,0.359,0.064,0.303,0.51,-1.653,0.374,1.642,0.89,-0.664,-1.101,0.626,0.704,0.355,0.185307692,-0.171,0.414,-0.804,-0.99,0.765,-0.708,1.951,1.421,-3.414,0.391,0.418,0.632,-0.902,-0.076692308,1.77,1.439,0.328,0.032,-0.635,0.036,-0.078,0.112,-1.863,-0.495,1.098,-0.515,0.057,0.098923077,-1.152,-0.299,-1.726,0.349,-0.591,0.281,0.303,-0.023,-0.059,3.314,-1.241,1.945,-0.363,0.056769231,0.859,0.024,1.111,1.704,0.161,0.892,-0.596,0.391,-0.017,0.078,0.16,-0.699,-0.811,0.250538462
1997,X1005,1.016,118.2,39.5,-0.609,0.65,-0.057,0.869,-0.043,-2.064,0.302,-0.667,-0.093,-0.497,0.252,-0.631,0.707,-0.144692308,0.734,0.825,0.107,0.43,-1.079,0.188,-1.309,0.961,-0.209,1.161,-1.342,1.912,-0.024,0.181153846,1.686,-0.219,-0.823,-1.061,1.925,1.065,1.128,-0.942,0.846,-0.136,1.14,-1.57,0.08,0.239923077,-1.08,-0.261,0.264,0.407,-0.87,-1.036,-0.396,-0.877,0.901,-1.016,0.428,-1.375,-0.013,-0.378769231,-0.376,-0.489,-1.633,-0.433,-0.62,1.371,1.314,-0.772,0.556,-0.766,-0.264,1.226,0.819,-0.005153846
1998,X1005,0.807,118.2,39.5,-0.202,-0.026,-0.958,1.369,-0.035,-0.602,0.487,-0.826,0.74,1.281,0.462,0.908,0.153,0.211615385,-0.106,-0.333,0.411,-0.124,-1.534,1.748,1.256,-0.046,0.188,1.742,-0.221,-0.846,0.872,0.231307692,-0.666,-0.266,-0.342,-1.607,-0.34,-0.568,-1.841,0.121,-0.39,0.323,-0.206,-1.946,-1.307,-0.695,0.539,-0.228,1.042,1.172,0.768,0.273,2.563,0.199,-0.694,-1.201,-0.088,-1.258,-0.421,0.205076923,-0.532,0.874,-0.395,-2.05,-0.155,-0.521,0.372,-0.253,1.023,-0.884,0.679,-2.011,-0.766,-0.355307692
